F1_2000Hz,F2_1500Hz,F3_1000Hz,F4_900Hz,F5_800Hz,F6_700Hz,F7_600Hz,F8_500Hz,F9_400Hz,F10_200Hz,F11_100Hz,F12_80Hz,F13_600Hz,F14_600Hz,F15_600Hz,F16_600Hz,F17_600Hz,F18_600Hz
NaN,NaN,-0.000959109063842334,0.00307247547122339,-0.00143042378476821,-0.00131249103772764,0.00288007454946637,-0.00206909075495787,-0.00282683673140127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000839285101392306,0.00327569005700449,-0.00181688540033065,-0.00102342713701849,0.0029669483192265,-0.00176356107112952,-0.0022137470805319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000869944240548648,0.0032473219713817,-0.00128135629347526,-0.0012564067922843,0.00287305237725377,-0.00209676966187544,-0.00195005240675528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000702734585502185,0.0033451853475223,-0.00144217707565986,-0.000891272463680555,0.00300105335190892,-0.00190730139729567,-0.00262760820623953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000240277047851123,0.00329826531621317,-0.00112515487126075,-0.00082187030542021,0.00298557477071881,-0.00130520135280676,-0.002599817540613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000409610118367709,0.0031780501982818,-0.0014425496046897,-0.00100413013327246,0.00308911921456456,-0.00183801099774428,-0.00246935787436087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000925953980186022,0.00335060564490656,-0.00125453420332633,-0.00093454171049719,0.00307518662884831,-0.0015683744859416,-0.00145617204543669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000656839009025134,0.00311632213803629,-0.0011221187596675,-0.000953745581985762,0.00304570095613599,-0.00151039034244604,-0.00204037207004149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000544484253623522,0.00304965806814531,-0.00106756188324653,-0.00107058931219702,0.00303623871877789,-0.000761513860197738,-0.00253460633393843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000200714464881457,0.00303421673985819,-0.00126002900651656,-0.000797506906868269,0.00302858324721456,-0.001218644232722,-0.0023629635834368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000781226452090777,0.0033955512723575,-0.00167353622964583,-0.000979412832142164,0.00303396629169583,-0.00113836422679015,-0.00220342802640516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00114682644198183,0.00317430628153185,-0.00128550999215804,-0.0012229723118556,0.00299051078036427,-0.00103753924486227,-0.00177315699693281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00076552435348276,0.00343297181340555,-0.00136482142261229,-0.000997387357832243,0.00323114590719342,-0.000679035932989791,-0.00232159423467238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000777482535340823,0.00316888598414759,-0.00104539640597068,-0.00103274036276465,0.00344294728711247,-0.00101637959596701,-0.00217666181561071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000428348328568972,0.00351092351290087,-0.00164323099306785,-0.00086268086063986,0.0033489209599793,-0.00093226254102774,-0.00228946360584814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000790372039773501,0.00340946523162226,-0.0016777458076831,-0.00101906854736929,0.00321516441181302,-0.00123347088810988,-0.00190777036186773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000988017316558398,0.00349991528006891,-0.00171591140679084,-0.00130571100938444,0.00328702526167035,-0.00102179989335127,-0.00154900627967436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000877227183082141,0.00334393737527231,-0.00136279113939963,-0.000994034596563627,0.00342758046463132,-0.00105473145958968,-0.0017705306672724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000857110615470446,0.00329075885626177,-0.00158532135537826,-0.000892352797867109,0.00370977120473981,-0.000909091235371306,-0.0021420724951895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.0010655219812179,0.00326496122094492,-0.00166941978386603,-0.0010781516515029,0.00368592934682965,-0.0011847254645545,-0.001989465978113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
