F1_2000Hz,F2_1500Hz,F3_1000Hz,F4_900Hz,F5_800Hz,F6_700Hz,F7_600Hz,F8_500Hz,F9_400Hz,F10_200Hz,F11_100Hz,F12_80Hz,F13_600Hz,F14_600Hz,F15_600Hz,F16_600Hz,F17_600Hz,F18_600Hz
NaN,NaN,-0.000837776373373345,0.0122707107948372,0.00850038508845804,0.00453117103703941,0.0113663786420754,0.00107240575016476,0.00898808950053838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000277343700872735,0.0121729219245026,0.00620573664976594,0.00392173217066253,0.0127459653983048,0.00474351170123555,0.0081020850824037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.0013687978789676,0.00837649720779154,0.00665726046039102,0.00293572233446563,0.0108581000337532,0.00338651883066632,0.00656339117752699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00399769798968919,0.00796740445366595,0.00981109122706888,0.00511000664361442,0.00837074232792171,0.00225224244059064,0.00274968111383108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00485051007126458,0.00867953094711993,0.0115215582676077,0.00385054187305893,0.00730318588709148,0.000370020890841261,0.00803638958799032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00289465815876611,0.0124678345309803,0.01424919719769,0.00399005399473632,0.00911349070762905,0.00396431135595776,0.0147556584464231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00230600641225465,0.0117344738828251,0.0139118162818098,0.00104925395377601,0.0126363859841755,0.00696691396296956,0.0152946520732561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00291533351992257,0.0134446242736885,0.0131207136340284,0.00322594107516731,0.0111023673186234,0.00730489092529751,0.0125623379038492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00180026100133546,0.0114342341112206,0.0128324692971849,0.00346374498136962,0.00917777059172901,0.00494488226831891,0.00705753230916647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.000892658223165199,0.0115219460712979,0.0111816441543245,-0.000343352692046513,0.00548543048595699,0.00449047135771252,0.0101949531720796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.000270795513642951,0.0102760227309773,0.0109159750766897,-0.000131588565030446,0.00919866947030338,0.00888905199826695,0.0130801532553354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00192441462422721,0.0129897663282463,0.0101888915426874,-0.00168820111624276,0.0153839179644516,0.0151150365418289,0.0125151384757676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00476001246715896,0.016039885013015,0.0128548955447817,0.00725562484391655,0.0166468472549847,0.0149663788324688,0.0121544558690706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.010818694223417,0.0145024577068398,0.0148724568910742,0.0105851589275214,0.0173102469513348,0.013806751841912,0.0150915492461839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.0113949221267831,0.0151071654545376,0.0166731132097387,0.0120548977089735,0.0183640570709637,0.0144476135319565,0.0190690975772062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.010165967483772,0.0146440373646328,0.0175219019777918,0.011776525391421,0.0240130686530999,0.0130423595255706,0.019098564623467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00838170244242065,0.0168354207562516,0.0177160454816961,0.0111672914160105,0.0231312551865509,0.0133934867626522,0.0129735913263479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00698704688693397,0.0165494674729416,0.0194180933661604,0.015815131230435,0.0185337067911557,0.010962213302264,0.011265769241921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00444442449952476,0.0121190728532383,0.0173840848632002,0.0113702079785677,0.0125690886149338,0.00927795367897488,0.0125292014466443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.000220690359128639,0.0124788800167153,0.0169948851592684,0.00929537029393638,0.0103264079759053,0.00625707852304913,0.013619966446034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.000836275954497978,0.0121137084352085,0.0134474588461065,0.00505381063946212,0.0139833391973904,0.00704568522633053,0.0150286104665914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-1.21775374282156e-05,0.01719025465718,0.014515592706933,0.00531905130871261,0.0146968067953518,0.0109643925970886,0.0106577832387605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00303481190348975,0.0158663796173641,0.014533641738429,0.0077493561936232,0.0126504489550522,0.011815919453511,0.0122593786703267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00100370912696235,0.013197767912061,0.0120594715602541,0.00222909064420188,0.00826170308088573,0.00955947386682965,0.0127804536508241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000856905739055947,0.011746916352422,0.00845175142361161,-0.00183019055596863,0.00726015878414425,0.00555180656374432,0.00808927008377699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00208703384851106,0.0100911738263676,0.00664027313663003,-0.00500220073930298,0.00957166416143688,0.00238735871971585,0.00727825575935033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.000185682933079079,0.0136306093918392,0.00552182923032281,-0.00205614803902184,0.00789060828780445,0.00424255328834988,0.00259014555679945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00271367325331084,0.00917570236197207,0.00615600402428148,0.000173903865894924,0.00779589278196606,0.00514802234829404,0.00886955076324133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,3.33641364704815e-05,0.00881531777849887,0.00708371306730745,-0.00238920761815583,0.00720081490968975,0.00462053986848332,0.0104823593186059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00113186941598542,0.00958572643867228,0.00760598014070032,-0.00110029442779099,0.0106962920496395,0.0038566877192352,0.00921453127133039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00217953280662186,0.00902587118616793,0.0105834742911005,-0.0039936156438974,0.0133600795040062,0.00353729995549656,0.00903627613054899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.0024434779479634,0.0137553134845803,0.0105981146819734,0.000989165021261821,0.0122063943514756,0.00765039297402836,0.00742423125969556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00186829312588088,0.00803805458417628,0.0109861409194612,0.00156345577367271,0.00944850606416973,0.00378944622934796,0.0116403285549798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00393306420301087,0.00679576340189669,0.00725589598490236,-0.00115870697967087,0.00773675379847797,0.0022552412992809,0.00945181363689092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00585078776930459,0.00566931012144778,0.0082696592338228,-0.000794522600093235,0.00992653531526836,0.00321921604336239,0.011145945279471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.00390169725869782,0.00951019617787097,0.0112007735200071,-0.000682186471143116,0.0120955669650963,0.0098315876966808,0.0118302252279439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00331607132102363,0.0145411634730408,0.0156772686071539,0.00502192215450729,0.0121135601172379,0.0146300223714206,0.0126813795553365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00518739639665,0.0139794642018387,0.014841387969985,0.00524402396210159,0.0133457185099057,0.01319163190783,0.0166426483677545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00701802267576568,0.0150955052959034,0.0154357394106531,0.00431549535520996,0.0153501295814446,0.0122542929893825,0.0127745676921525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00519119619275443,0.0133230307983467,0.0138217573888445,0.00192156793006385,0.0183286109337738,0.012651502067456,0.0131574157761255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00718335105921142,0.0148615756916115,0.0126636577673101,0.00482535721190895,0.0166087934145859,0.0156397436803672,0.0115179713951269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00813438041950576,0.0185485700058052,0.0128122409708643,0.00689771757849182,0.0161747598419121,0.0142687809711788,0.0117860432850042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.0065008778765332,0.0145233752118656,0.0134876547284269,0.00645347671040023,0.0171736964354447,0.00878001275123097,0.012205548225514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00553064464475028,0.0152375506149838,0.0155830001361513,0.00543252365120376,0.0178736039767197,0.00896253334940411,0.0150711532817998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00442194237257354,0.0159297654317925,0.0142680657930517,0.00412530065902198,0.0193554872045449,0.0116717507189605,0.0156276930259385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00704473300720565,0.0160043457435677,0.0158693073220396,0.00684792907365287,0.0177569651374749,0.0139813375717495,0.0155682932721296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.00626702277804725,0.0187750304030487,0.016540511501565,0.00843834863432373,0.0158920289347103,0.0136248831695411,0.0150407176600614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
